id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Procedure.Shuffle.1,Response.RT,Platform
ArielThomas,waves,box,0,0,3,Read Recall,beach,Study1,M,Study Phase2,Recall2,7389,USM
JadeRoss,house,box,0.2,0,3,Read Recall,beach,Study1,M,Study Phase2,Recall2,1035,USM
MadisonHodge,chair,box,0,0,3,Read Recall,beach,Study1,M,Study Phase2,Recall2,1468,USM
MakaylaTemple,ball,box,0.25,0,3,Read Recall,beach,Study1,M,Study Phase2,Recall2,747,USM
w10033523_hp,shell,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,714,USM
w10053729_jjm,ball,box,0.25,0,3,Read,beach,Study1,M,Study Phase2,Recall2,808,USM
w10057028_nfg,bo,box,0.666666667,0,3,Read,beach,Study1,M,Study Phase2,Recall2,1734,USM
w10059334_IMV,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,1962,USM
W10079507_CEE,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,1438,USM
w10083877_dzw,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,3085,USM
w10089472,wave,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,1054,USM
w10124974_tcb,sand,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,199,USM
W10126626SG,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,3431,USM
w10126773_AT,sand,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,958,USM
w10128864,sand,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,802,USM
w10132763akp,ball,box,0.25,0,3,Read,beach,Study1,M,Study Phase2,Recall2,749,USM
w10133025_mjc,,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,821,USM
w10135981JZ,,box,0,0,3,Read,beach,Study1,M,Study Phase2,Recall2,1570,USM
w10140814DO,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,2556,USM
w10148391-Jk,ball,box,0.25,0,3,Read,beach,Study1,M,Study Phase2,Recall2,7433,USM
w10151253_ES,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,1177,USM
w958722_hnm,box,box,1,1,3,Read,beach,Study1,M,Study Phase2,Recall2,1454,USM
10134188andCC,day,pie,0,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,722,USM
ArielThomas,pie,pie,1,1,3,Read Recall,birthday,Study1,M,Study Phase2,Recall2,4404,USM
JadeRoss,party,pie,0.2,0,3,Read Recall,birthday,Study1,M,Study Phase2,Recall2,1625,USM
MadisonHodge,cake,pie,0.25,0,3,Read Recall,birthday,Study1,M,Study Phase2,Recall2,1358,USM
MakaylaTemple,cake,pie,0.25,0,3,Read Recall,birthday,Study1,M,Study Phase2,Recall2,824,USM
w10033523_hp,fun,pie,0,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,491,USM
w10053729_jjm,cake,pie,0.25,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,513,USM
w10057028_nfg,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,1185,USM
w10059334_IMV,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,1461,USM
W10079507_CEE,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,2098,USM
w10083877_dzw,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,4417,USM
w10089472,party,pie,0.2,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,955,USM
w10124974_tcb,branch,pie,0,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,381,USM
W10126626SG,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,1726,USM
w10126773_AT,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,1221,USM
w10128864,,pie,0,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,494,USM
w10132763akp,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,855,USM
w10133025_mjc,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,1194,USM
w10135981JZ,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,4146,USM
w10140814DO,cake,pie,0.25,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,2674,USM
w10148391-Jk,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,8992,USM
w10151253_ES,cake,pie,0.25,0,3,Read,birthday,Study1,M,Study Phase2,Recall2,814,USM
w958722_hnm,pie,pie,1,1,3,Read,birthday,Study1,M,Study Phase2,Recall2,1174,USM
10134188andCC,taste,hand,0.2,0,3,Read,cake,Study1,U,Study Phase2,Recall2,848,USM
ArielThomas,wedding ,hand,0.25,0,3,Read Recall,cake,Study1,U,Study Phase2,Recall2,10846,USM
JadeRoss,,hand,0,0,3,Read Recall,cake,Study1,U,Study Phase2,Recall2,6063,USM
MadisonHodge,,hand,0,0,3,Read Recall,cake,Study1,U,Study Phase2,Recall2,2194,USM
MakaylaTemple,birthday,hand,0.375,0,3,Read Recall,cake,Study1,U,Study Phase2,Recall2,1285,USM
w10033523_hp,,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,958,USM
w10053729_jjm,batter,hand,0.166666667,0,3,Read,cake,Study1,U,Study Phase2,Recall2,927,USM
w10057028_nfg,,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,1213,USM
w10059334_IMV,pie,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,1178,USM
W10079507_CEE,,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,1493,USM
w10083877_dzw,,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,5140,USM
w10089472,party ,hand,0.166666667,0,3,Read,cake,Study1,U,Study Phase2,Recall2,907,USM
w10124974_tcb,icing,hand,0.2,0,3,Read,cake,Study1,U,Study Phase2,Recall2,266,USM
W10126626SG,pie,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,16194,USM
w10126773_AT,frosting,hand,0.125,0,3,Read,cake,Study1,U,Study Phase2,Recall2,1056,USM
w10128864,,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,567,USM
w10132763akp,pie,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,1486,USM
w10133025_mjc,,hand,0,0,3,Read,cake,Study1,U,Study Phase2,Recall2,711,USM
w10135981JZ,hand,hand,1,1,3,Read,cake,Study1,U,Study Phase2,Recall2,2836,USM
w10140814DO,hand,hand,1,1,3,Read,cake,Study1,U,Study Phase2,Recall2,2496,USM
w10148391-Jk,birthday,hand,0.375,0,3,Read,cake,Study1,U,Study Phase2,Recall2,11442,USM
w10151253_ES,sugar,hand,0.2,0,3,Read,cake,Study1,U,Study Phase2,Recall2,1119,USM
w958722_hnm,hand,hand,1,1,3,Read,cake,Study1,U,Study Phase2,Recall2,1273,USM
10134188andCC,fan,carpet,0.166666667,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,640,USM
ArielThomas,carpet,carpet,1,1,3,Read Recall,ceiling,Study1,M,Study Phase2,Recall2,5676,USM
JadeRoss,house,carpet,0.166666667,0,3,Read Recall,ceiling,Study1,M,Study Phase2,Recall2,1422,USM
MadisonHodge,fan,carpet,0.166666667,0,3,Read Recall,ceiling,Study1,M,Study Phase2,Recall2,1272,USM
MakaylaTemple,,carpet,0,0,3,Read Recall,ceiling,Study1,M,Study Phase2,Recall2,1447,USM
w10033523_hp,tile,carpet,0.333333333,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,842,USM
w10053729_jjm,top,carpet,0.333333333,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,571,USM
w10057028_nfg,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,1743,USM
w10059334_IMV,fan,carpet,0.166666667,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,9070,USM
W10079507_CEE,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,1985,USM
w10083877_dzw,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,5569,USM
w10089472,fan,carpet,0.166666667,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,968,USM
w10124974_tcb,tile,carpet,0.333333333,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,211,USM
W10126626SG,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,17038,USM
w10126773_AT,tile,carpet,0.333333333,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,1578,USM
w10128864,,carpet,0,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,553,USM
w10132763akp,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,1853,USM
w10133025_mjc,,carpet,0,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,756,USM
w10135981JZ,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,2992,USM
w10140814DO,carpet,carpet,1,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,2386,USM
w10148391-Jk,fam,carpet,0.166666667,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,10457,USM
w10151253_ES,room,carpet,0.166666667,0,3,Read,ceiling,Study1,M,Study Phase2,Recall2,913,USM
w958722_hnm,carpet ,carpet,0.857142857,1,3,Read,ceiling,Study1,M,Study Phase2,Recall2,1435,USM
10134188andCC,sqaure,dance,0.333333333,0,3,Read,circle,Study1,M,Study Phase2,Recall2,332,USM
ArielThomas,barrel ,dance,0.285714286,0,3,Read Recall,circle,Study1,M,Study Phase2,Recall2,6423,USM
JadeRoss,,dance,0,0,3,Read Recall,circle,Study1,M,Study Phase2,Recall2,1061,USM
MadisonHodge,friends,dance,0.428571429,0,3,Read Recall,circle,Study1,M,Study Phase2,Recall2,1028,USM
MakaylaTemple,square,dance,0.333333333,0,3,Read Recall,circle,Study1,M,Study Phase2,Recall2,902,USM
w10033523_hp,,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,705,USM
w10053729_jjm,round,dance,0.4,0,3,Read,circle,Study1,M,Study Phase2,Recall2,512,USM
w10057028_nfg,,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,1919,USM
w10059334_IMV,dance,dance,1,1,3,Read,circle,Study1,M,Study Phase2,Recall2,1707,USM
W10079507_CEE,,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,1345,USM
w10083877_dzw,,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,6210,USM
w10089472,straight,dance,0.125,0,3,Read,circle,Study1,M,Study Phase2,Recall2,749,USM
w10124974_tcb,round,dance,0.4,0,3,Read,circle,Study1,M,Study Phase2,Recall2,219,USM
W10126626SG,dance,dance,1,1,3,Read,circle,Study1,M,Study Phase2,Recall2,1507,USM
w10126773_AT,dance,dance,1,1,3,Read,circle,Study1,M,Study Phase2,Recall2,912,USM
w10128864,,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,1137,USM
w10132763akp,two,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,814,USM
w10133025_mjc,orchid,dance,0.333333333,0,3,Read,circle,Study1,M,Study Phase2,Recall2,816,USM
w10135981JZ,,dance,0,0,3,Read,circle,Study1,M,Study Phase2,Recall2,1774,USM
w10140814DO,draw,dance,0.4,0,3,Read,circle,Study1,M,Study Phase2,Recall2,2650,USM
w10148391-Jk,dance,dance,1,1,3,Read,circle,Study1,M,Study Phase2,Recall2,8165,USM
w10151253_ES,round,dance,0.4,0,3,Read,circle,Study1,M,Study Phase2,Recall2,1052,USM
w958722_hnm,dance ,dance,0.833333333,1,3,Read,circle,Study1,M,Study Phase2,Recall2,1748,USM
10134188andCC,fire,election,0.25,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,826,USM
ArielThomas,election,election,1,1,3,Read Recall,crackle,Study1,U,Study Phase2,Recall2,3555,USM
JadeRoss,,election,0,0,3,Read Recall,crackle,Study1,U,Study Phase2,Recall2,1230,USM
MadisonHodge,pop,election,0.125,0,3,Read Recall,crackle,Study1,U,Study Phase2,Recall2,827,USM
MakaylaTemple,pop,election,0.125,0,3,Read Recall,crackle,Study1,U,Study Phase2,Recall2,950,USM
w10033523_hp,pop,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,787,USM
w10053729_jjm,break,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,4679,USM
w10057028_nfg,,election,0,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,2968,USM
w10059334_IMV,candle,election,0.5,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,8269,USM
W10079507_CEE,,election,0,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,2455,USM
w10083877_dzw,,election,0,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,5925,USM
w10089472,brck;e,election,0.25,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,1023,USM
w10124974_tcb,crack,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,172,USM
W10126626SG,pop,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,1754,USM
w10126773_AT,firework,election,0.375,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,895,USM
w10128864,,election,0,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,776,USM
w10132763akp,pop,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,746,USM
w10133025_mjc,sparkle,election,0.25,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,561,USM
w10135981JZ,pop,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,3847,USM
w10140814DO,sparkle,election,0.25,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,3475,USM
w10148391-Jk,pop,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,8647,USM
w10151253_ES,pop,election,0.125,0,3,Read,crackle,Study1,U,Study Phase2,Recall2,1507,USM
w958722_hnm,election,election,1,1,3,Read,crackle,Study1,U,Study Phase2,Recall2,995,USM
10134188andCC,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,431,USM
ArielThomas,card,card,1,1,3,Read Recall,credit,Study1,F,Study Phase2,Recall2,5171,USM
JadeRoss,,card,0,0,3,Read Recall,credit,Study1,F,Study Phase2,Recall2,2666,USM
MadisonHodge,card,card,1,1,3,Read Recall,credit,Study1,F,Study Phase2,Recall2,1276,USM
MakaylaTemple,card,card,1,1,3,Read Recall,credit,Study1,F,Study Phase2,Recall2,752,USM
w10033523_hp,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,874,USM
w10053729_jjm,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,765,USM
w10057028_nfg,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,1292,USM
w10059334_IMV,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,1610,USM
W10079507_CEE,,card,0,0,3,Read,credit,Study1,F,Study Phase2,Recall2,1141,USM
w10083877_dzw,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,2952,USM
w10089472,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,837,USM
w10124974_tcb,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,543,USM
W10126626SG,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,1568,USM
w10126773_AT,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,876,USM
w10128864,,card,0,0,3,Read,credit,Study1,F,Study Phase2,Recall2,588,USM
w10132763akp,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,3280,USM
w10133025_mjc,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,460,USM
w10135981JZ,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,3865,USM
w10140814DO,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,3061,USM
w10148391-Jk,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,12948,USM
w10151253_ES,steal,card,0.2,0,3,Read,credit,Study1,F,Study Phase2,Recall2,769,USM
w958722_hnm,card,card,1,1,3,Read,credit,Study1,F,Study Phase2,Recall2,1075,USM
10134188andCC,laugh,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1223,USM
ArielThomas,weep,bottle,0.166666667,0,3,Read Recall,cry,Study1,M,Study Phase2,Recall2,2259,USM
JadeRoss,,bottle,0,0,3,Read Recall,cry,Study1,M,Study Phase2,Recall2,940,USM
MadisonHodge,sad,bottle,0,0,3,Read Recall,cry,Study1,M,Study Phase2,Recall2,893,USM
MakaylaTemple,laugh,bottle,0.166666667,0,3,Read Recall,cry,Study1,M,Study Phase2,Recall2,1168,USM
w10033523_hp,bottle,bottle,1,1,3,Read,cry,Study1,M,Study Phase2,Recall2,647,USM
w10053729_jjm,right,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1264,USM
w10057028_nfg,,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1115,USM
w10059334_IMV,sad,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1096,USM
W10079507_CEE,,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1130,USM
w10083877_dzw,bottle,bottle,1,1,3,Read,cry,Study1,M,Study Phase2,Recall2,3313,USM
w10089472,baby,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,790,USM
w10124974_tcb,baby,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,198,USM
W10126626SG,sad,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,5780,USM
w10126773_AT,baby,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1074,USM
w10128864,,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,836,USM
w10132763akp,baby,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,1783,USM
w10133025_mjc,dry,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,550,USM
w10135981JZ,sad,bottle,0,0,3,Read,cry,Study1,M,Study Phase2,Recall2,2599,USM
w10140814DO,bottle,bottle,1,1,3,Read,cry,Study1,M,Study Phase2,Recall2,2108,USM
w10148391-Jk,baby,bottle,0.166666667,0,3,Read,cry,Study1,M,Study Phase2,Recall2,7394,USM
w10151253_ES,bottle,bottle,1,1,3,Read,cry,Study1,M,Study Phase2,Recall2,946,USM
w958722_hnm,bottle ,bottle,0.857142857,1,3,Read,cry,Study1,M,Study Phase2,Recall2,1608,USM
10134188andCC,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,827,USM
ArielThomas,month,dark,0,0,3,Read Recall,day,Study1,M,Study Phase2,Recall2,4316,USM
JadeRoss,rise,dark,0.25,0,3,Read Recall,day,Study1,M,Study Phase2,Recall2,672,USM
MadisonHodge,dark,dark,1,1,3,Read Recall,day,Study1,M,Study Phase2,Recall2,1032,USM
MakaylaTemple,night,dark,0,0,3,Read Recall,day,Study1,M,Study Phase2,Recall2,1059,USM
w10033523_hp,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1227,USM
w10053729_jjm,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,510,USM
w10057028_nfg,dark,dark,1,1,3,Read,day,Study1,M,Study Phase2,Recall2,1669,USM
w10059334_IMV,dark,dark,1,1,3,Read,day,Study1,M,Study Phase2,Recall2,1931,USM
W10079507_CEE,,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1294,USM
w10083877_dzw,weak,dark,0.5,0,3,Read,day,Study1,M,Study Phase2,Recall2,5502,USM
w10089472,month,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1050,USM
w10124974_tcb,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,176,USM
W10126626SG,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1655,USM
w10126773_AT,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1681,USM
w10128864,,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1364,USM
w10132763akp,two,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,714,USM
w10133025_mjc,,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,724,USM
w10135981JZ,week,dark,0.25,0,3,Read,day,Study1,M,Study Phase2,Recall2,2586,USM
w10140814DO,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,2191,USM
w10148391-Jk,night ,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,7437,USM
w10151253_ES,night,dark,0,0,3,Read,day,Study1,M,Study Phase2,Recall2,1439,USM
w958722_hnm,dark ,dark,0.8,1,3,Read,day,Study1,M,Study Phase2,Recall2,1205,USM
10134188andCC,rough,bang,0.2,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,814,USM
ArielThomas,hard,bang,0.25,0,3,Read Recall,fuzzy,Study1,U,Study Phase2,Recall2,9942,USM
JadeRoss,animal,bang,0.333333333,0,3,Read Recall,fuzzy,Study1,U,Study Phase2,Recall2,4180,USM
MadisonHodge,silk,bang,0,0,3,Read Recall,fuzzy,Study1,U,Study Phase2,Recall2,3594,USM
MakaylaTemple,shoes,bang,0,0,3,Read Recall,fuzzy,Study1,U,Study Phase2,Recall2,1058,USM
w10033523_hp,bang,bang,1,1,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,812,USM
w10053729_jjm,taco,bang,0.25,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1103,USM
w10057028_nfg,bang,bang,1,1,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1742,USM
w10059334_IMV,warm,bang,0.25,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,2241,USM
W10079507_CEE,,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1052,USM
w10083877_dzw,bang,bang,1,1,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,5689,USM
w10089472,fuzzy,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1296,USM
w10124974_tcb,no,bang,0.25,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,161,USM
W10126626SG,,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,7642,USM
w10126773_AT,ball,bang,0.5,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,866,USM
w10128864,,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,672,USM
w10132763akp,bear,bang,0.5,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,668,USM
w10133025_mjc,,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,563,USM
w10135981JZ,,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1199,USM
w10140814DO,touch,bang,0,0,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,2548,USM
w10148391-Jk,bang,bang,1,1,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,8867,USM
w10151253_ES,bang,bang,1,1,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1095,USM
w958722_hnm,bang,bang,1,1,3,Read,fuzzy,Study1,U,Study Phase2,Recall2,1182,USM
10134188andCC,receive,steak,0.142857143,0,3,Read,give,Study1,U,Study Phase2,Recall2,985,USM
ArielThomas,away,steak,0.2,0,3,Read Recall,give,Study1,U,Study Phase2,Recall2,992,USM
JadeRoss,,steak,0,0,3,Read Recall,give,Study1,U,Study Phase2,Recall2,1191,USM
MadisonHodge,take,steak,0.8,1,3,Read Recall,give,Study1,U,Study Phase2,Recall2,1402,USM
MakaylaTemple,take,steak,0.8,1,3,Read Recall,give,Study1,U,Study Phase2,Recall2,1076,USM
w10033523_hp,thanks,steak,0.666666667,0,3,Read,give,Study1,U,Study Phase2,Recall2,1404,USM
w10053729_jjm,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,1217,USM
w10057028_nfg,,steak,0,0,3,Read,give,Study1,U,Study Phase2,Recall2,1800,USM
w10059334_IMV,steak,steak,1,1,3,Read,give,Study1,U,Study Phase2,Recall2,4261,USM
W10079507_CEE,,steak,0,0,3,Read,give,Study1,U,Study Phase2,Recall2,1321,USM
w10083877_dzw,,steak,0,0,3,Read,give,Study1,U,Study Phase2,Recall2,3098,USM
w10089472,marriage,steak,0.25,0,3,Read,give,Study1,U,Study Phase2,Recall2,555,USM
w10124974_tcb,hug,steak,0,0,3,Read,give,Study1,U,Study Phase2,Recall2,194,USM
W10126626SG,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,1407,USM
w10126773_AT,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,878,USM
w10128864,hug,steak,0,0,3,Read,give,Study1,U,Study Phase2,Recall2,1637,USM
w10132763akp,me,steak,0.2,0,3,Read,give,Study1,U,Study Phase2,Recall2,635,USM
w10133025_mjc,steak,steak,1,1,3,Read,give,Study1,U,Study Phase2,Recall2,1352,USM
w10135981JZ,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,2463,USM
w10140814DO,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,2880,USM
w10148391-Jk,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,9004,USM
w10151253_ES,take,steak,0.8,1,3,Read,give,Study1,U,Study Phase2,Recall2,1363,USM
w958722_hnm,steak,steak,1,1,3,Read,give,Study1,U,Study Phase2,Recall2,1327,USM
10134188andCC,easy,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,371,USM
ArielThomas,time,cotton,0.166666667,0,3,Read Recall,hard,Study1,M,Study Phase2,Recall2,5503,USM
JadeRoss,slim,cotton,0,0,3,Read Recall,hard,Study1,M,Study Phase2,Recall2,5397,USM
MadisonHodge,silk,cotton,0,0,3,Read Recall,hard,Study1,M,Study Phase2,Recall2,1152,USM
MakaylaTemple,cotton,cotton,1,1,3,Read Recall,hard,Study1,M,Study Phase2,Recall2,800,USM
w10033523_hp,,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,974,USM
w10053729_jjm,rock,cotton,0.333333333,0,3,Read,hard,Study1,M,Study Phase2,Recall2,789,USM
w10057028_nfg,,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,2178,USM
w10059334_IMV,tough,cotton,0.333333333,0,3,Read,hard,Study1,M,Study Phase2,Recall2,2548,USM
W10079507_CEE,cotton,cotton,1,1,3,Read,hard,Study1,M,Study Phase2,Recall2,1352,USM
w10083877_dzw,,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,3361,USM
w10089472,soft,cotton,0.333333333,0,3,Read,hard,Study1,M,Study Phase2,Recall2,965,USM
w10124974_tcb,rough,cotton,0.166666667,0,3,Read,hard,Study1,M,Study Phase2,Recall2,180,USM
W10126626SG,soft,cotton,0.333333333,0,3,Read,hard,Study1,M,Study Phase2,Recall2,11810,USM
w10126773_AT,wax,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,1155,USM
w10128864,,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,2072,USM
w10132763akp,core,cotton,0.333333333,0,3,Read,hard,Study1,M,Study Phase2,Recall2,815,USM
w10133025_mjc,,cotton,0,0,3,Read,hard,Study1,M,Study Phase2,Recall2,610,USM
w10135981JZ,soft,cotton,0.333333333,0,3,Read,hard,Study1,M,Study Phase2,Recall2,2088,USM
