id,Response,key,percent_match,Scored,Condition.Number,Condition.Description,Stimuli.Cue,Stimuli.Shuffle,Stimuli.Stimuli.Notes,Procedure.Shuffle,Response.JOL,Procedure.Shuffle.1,Response.RT,Platform
W_10132867_LAA,dance,dance,1,1,4,JOL,circle,Study1,M,Study Phase2,50,Recall2,4149,USM
w10048508_zh,square,dance,0.333333333,0,4,JOL,circle,Study1,M,Study Phase2,1,Recall2,5043,USM
w10105143_saa,dance,dance,1,1,4,JOL,circle,Study1,M,Study Phase2,70,Recall2,2563,USM
w10127480_acd,,dance,0,0,4,JOL,circle,Study1,M,Study Phase2,0,Recall2,1002,USM
w10128549,art,dance,0.2,0,4,JOL,circle,Study1,M,Study Phase2,56,Recall2,2999,USM
w10128714_RCH,square,dance,0.333333333,0,4,JOL,circle,Study1,M,Study Phase2,100,Recall2,3601,USM
w10132325DA,,dance,0,0,4,JOL,circle,Study1,M,Study Phase2,0,Recall2,1993,USM
w10137783_ppl,dance,dance,1,1,4,JOL,circle,Study1,M,Study Phase2,60,Recall2,2422,USM
w10141933,dance,dance,1,1,4,JOL,circle,Study1,M,Study Phase2,30,Recall2,3317,USM
w10143036_tke,,dance,0,0,4,JOL,circle,Study1,M,Study Phase2,80,Recall2,1899,USM
w10147078_err,,dance,0,0,4,JOL,circle,Study1,M,Study Phase2,20,Recall2,3404,USM
w10168870_ams,,dance,0,0,4,JOL,circle,Study1,M,Study Phase2,10,Recall2,2719,USM
w952976AJH,round,dance,0.4,0,4,JOL,circle,Study1,M,Study Phase2,20,Recall2,2784,USM
10068469SJ,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,NA,Recall2,13,USM
10113930,fire,election,0.25,0,4,JOL,crackle,Study1,U,Study Phase2,1,Recall2,2422,USM
10143313SR,pop,election,0.125,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,2366,USM
W_10132867_LAA,phone,election,0.375,0,4,JOL,crackle,Study1,U,Study Phase2,50,Recall2,3097,USM
w10048508_zh,pop,election,0.125,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,1752,USM
w10105143_saa,election,election,1,1,4,JOL,crackle,Study1,U,Study Phase2,80,Recall2,4822,USM
w10127480_acd,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,1231,USM
w10128549,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,22,Recall2,4050,USM
w10128714_RCH,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,1116,USM
w10132325DA,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,1752,USM
w10137783_ppl,bang,election,0.125,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,7703,USM
w10141933,pop,election,0.125,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,9403,USM
w10143036_tke,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,10,Recall2,1339,USM
w10147078_err,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,1757,USM
w10168870_ams,,election,0,0,4,JOL,crackle,Study1,U,Study Phase2,0,Recall2,1608,USM
w952976AJH,pop,election,0.125,0,4,JOL,crackle,Study1,U,Study Phase2,50,Recall2,2586,USM
10068469SJ,,card,0,0,4,JOL,credit,Study1,F,Study Phase2,NA,Recall2,293,USM
10113930,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,98,Recall2,1906,USM
10143313SR,debit,card,0.2,0,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,3017,USM
W_10132867_LAA,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,50,Recall2,1847,USM
w10048508_zh,card ,card,0.8,1,4,JOL,credit,Study1,F,Study Phase2,50,Recall2,3153,USM
w10105143_saa,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,80,Recall2,1667,USM
w10127480_acd,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,75,Recall2,2127,USM
w10128549,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,99,Recall2,2164,USM
w10128714_RCH,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,2246,USM
w10132325DA,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,2483,USM
w10137783_ppl,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,2044,USM
w10141933,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,1979,USM
w10143036_tke,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,60,Recall2,3227,USM
w10147078_err,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,3170,USM
w10168870_ams,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,2362,USM
w952976AJH,card,card,1,1,4,JOL,credit,Study1,F,Study Phase2,100,Recall2,1598,USM
10068469SJ,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,NA,Recall2,152,USM
10113930,laugh,bottle,0.166666667,0,4,JOL,cry,Study1,M,Study Phase2,34,Recall2,1885,USM
10143313SR,sad,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,90,Recall2,3425,USM
W_10132867_LAA,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,50,Recall2,2726,USM
w10048508_zh,bottle,bottle,1,1,4,JOL,cry,Study1,M,Study Phase2,10,Recall2,3409,USM
w10105143_saa,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,70,Recall2,28080,USM
w10127480_acd,bottle,bottle,1,1,4,JOL,cry,Study1,M,Study Phase2,30,Recall2,3513,USM
w10128549,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,76,Recall2,2267,USM
w10128714_RCH,bottle,bottle,1,1,4,JOL,cry,Study1,M,Study Phase2,100,Recall2,6920,USM
w10132325DA,bottle,bottle,1,1,4,JOL,cry,Study1,M,Study Phase2,15,Recall2,3218,USM
w10137783_ppl,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,40,Recall2,2663,USM
w10141933,tears,bottle,0.333333333,0,4,JOL,cry,Study1,M,Study Phase2,85,Recall2,3247,USM
w10143036_tke,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,40,Recall2,1335,USM
w10147078_err,,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,20,Recall2,2136,USM
w10168870_ams,sob,bottle,0.333333333,0,4,JOL,cry,Study1,M,Study Phase2,85,Recall2,2588,USM
w952976AJH,sad,bottle,0,0,4,JOL,cry,Study1,M,Study Phase2,0,Recall2,2017,USM
10068469SJ,,dark,0,0,4,JOL,day,Study1,M,Study Phase2,NA,Recall2,95,USM
10113930,night,dark,0,0,4,JOL,day,Study1,M,Study Phase2,76,Recall2,1854,USM
10143313SR,night,dark,0,0,4,JOL,day,Study1,M,Study Phase2,100,Recall2,2270,USM
W_10132867_LAA,weeks,dark,0.2,0,4,JOL,day,Study1,M,Study Phase2,50,Recall2,2498,USM
w10048508_zh,,dark,0,0,4,JOL,day,Study1,M,Study Phase2,50,Recall2,34,USM
w10105143_saa,dark,dark,1,1,4,JOL,day,Study1,M,Study Phase2,80,Recall2,4223,USM
w10127480_acd,dark,dark,1,1,4,JOL,day,Study1,M,Study Phase2,40,Recall2,4085,USM
w10128549,dark,dark,1,1,4,JOL,day,Study1,M,Study Phase2,23,Recall2,4291,USM
w10128714_RCH,,dark,0,0,4,JOL,day,Study1,M,Study Phase2,0,Recall2,1217,USM
w10132325DA,weaks,dark,0.4,0,4,JOL,day,Study1,M,Study Phase2,25,Recall2,4244,USM
w10137783_ppl,darkness,dark,0.5,0,4,JOL,day,Study1,M,Study Phase2,40,Recall2,4973,USM
w10141933,dark,dark,1,1,4,JOL,day,Study1,M,Study Phase2,90,Recall2,3932,USM
w10143036_tke,week,dark,0.25,0,4,JOL,day,Study1,M,Study Phase2,10,Recall2,4187,USM
w10147078_err,night,dark,0,0,4,JOL,day,Study1,M,Study Phase2,100,Recall2,4886,USM
w10168870_ams,night,dark,0,0,4,JOL,day,Study1,M,Study Phase2,80,Recall2,2455,USM
w952976AJH,weak,dark,0.5,0,4,JOL,day,Study1,M,Study Phase2,0,Recall2,1852,USM
10068469SJ,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,NA,Recall2,123,USM
10113930,bear,bang,0.5,0,4,JOL,fuzzy,Study1,U,Study Phase2,12,Recall2,1819,USM
10143313SR,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,3420,USM
W_10132867_LAA,phone,bang,0.2,0,4,JOL,fuzzy,Study1,U,Study Phase2,50,Recall2,2414,USM
w10048508_zh,hard,bang,0.25,0,4,JOL,fuzzy,Study1,U,Study Phase2,1,Recall2,5147,USM
w10105143_saa,bang,bang,1,1,4,JOL,fuzzy,Study1,U,Study Phase2,80,Recall2,4502,USM
w10127480_acd,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,1265,USM
w10128549,soft,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,43,Recall2,10468,USM
w10128714_RCH,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,1705,USM
w10132325DA,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,3431,USM
w10137783_ppl,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,2956,USM
w10141933,hair,bang,0.25,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,2281,USM
w10143036_tke,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,20,Recall2,1211,USM
w10147078_err,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,20,Recall2,2713,USM
w10168870_ams,,bang,0,0,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,1848,USM
w952976AJH,bang,bang,1,1,4,JOL,fuzzy,Study1,U,Study Phase2,0,Recall2,2055,USM
10068469SJ,,steak,0,0,4,JOL,give,Study1,U,Study Phase2,NA,Recall2,303,USM
10113930,take,steak,0.8,1,4,JOL,give,Study1,U,Study Phase2,21,Recall2,1743,USM
10143313SR,share,steak,0.6,0,4,JOL,give,Study1,U,Study Phase2,0,Recall2,2917,USM
W_10132867_LAA,me,steak,0.2,0,4,JOL,give,Study1,U,Study Phase2,50,Recall2,2855,USM
w10048508_zh,take ,steak,0.8,1,4,JOL,give,Study1,U,Study Phase2,0,Recall2,2489,USM
w10105143_saa,steak,steak,1,1,4,JOL,give,Study1,U,Study Phase2,30,Recall2,3282,USM
w10127480_acd,,steak,0,0,4,JOL,give,Study1,U,Study Phase2,0,Recall2,830,USM
w10128549,push,steak,0.2,0,4,JOL,give,Study1,U,Study Phase2,43,Recall2,4704,USM
w10128714_RCH,take,steak,0.8,1,4,JOL,give,Study1,U,Study Phase2,0,Recall2,2274,USM
w10132325DA,hug,steak,0,0,4,JOL,give,Study1,U,Study Phase2,0,Recall2,2794,USM
w10137783_ppl,,steak,0,0,4,JOL,give,Study1,U,Study Phase2,0,Recall2,3027,USM
w10141933,get,steak,0.4,0,4,JOL,give,Study1,U,Study Phase2,0,Recall2,2972,USM
w10143036_tke,,steak,0,0,4,JOL,give,Study1,U,Study Phase2,20,Recall2,1298,USM
w10147078_err,,steak,0,0,4,JOL,give,Study1,U,Study Phase2,50,Recall2,885,USM
w10168870_ams,take,steak,0.8,1,4,JOL,give,Study1,U,Study Phase2,0,Recall2,2022,USM
w952976AJH,receive,steak,0.142857143,0,4,JOL,give,Study1,U,Study Phase2,20,Recall2,4478,USM
10068469SJ,,cotton,0,0,4,JOL,hard,Study1,M,Study Phase2,NA,Recall2,211,USM
10113930,soft,cotton,0.333333333,0,4,JOL,hard,Study1,M,Study Phase2,23,Recall2,2059,USM
10143313SR,rough,cotton,0.166666667,0,4,JOL,hard,Study1,M,Study Phase2,0,Recall2,2740,USM
W_10132867_LAA,hand,cotton,0.166666667,0,4,JOL,hard,Study1,M,Study Phase2,50,Recall2,3239,USM
w10048508_zh,soft ,cotton,0.333333333,0,4,JOL,hard,Study1,M,Study Phase2,0,Recall2,6079,USM
w10105143_saa,cotton,cotton,1,1,4,JOL,hard,Study1,M,Study Phase2,30,Recall2,7058,USM
w10127480_acd,cotton,cotton,1,1,4,JOL,hard,Study1,M,Study Phase2,0,Recall2,2856,USM
w10128549,,cotton,0,0,4,JOL,hard,Study1,M,Study Phase2,32,Recall2,2235,USM
w10128714_RCH,,cotton,0,0,4,JOL,hard,Study1,M,Study Phase2,0,Recall2,1763,USM
w10132325DA,shell,cotton,0,0,4,JOL,hard,Study1,M,Study Phase2,25,Recall2,4012,USM
w10137783_ppl,,cotton,0,0,4,JOL,hard,Study1,M,Study Phase2,60,Recall2,1317,USM
w10141933,soft,cotton,0.333333333,0,4,JOL,hard,Study1,M,Study Phase2,15,Recall2,6416,USM
w10143036_tke,cotton,cotton,1,1,4,JOL,hard,Study1,M,Study Phase2,20,Recall2,5700,USM
w10147078_err,,cotton,0,0,4,JOL,hard,Study1,M,Study Phase2,100,Recall2,1308,USM
w10168870_ams,soft,cotton,0.333333333,0,4,JOL,hard,Study1,M,Study Phase2,60,Recall2,2361,USM
w952976AJH,soft,cotton,0.333333333,0,4,JOL,hard,Study1,M,Study Phase2,0,Recall2,2667,USM
10068469SJ,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,NA,Recall2,74,USM
10113930,yum,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,56,Recall2,3215,USM
10143313SR,wheel,wheel,1,1,4,JOL,horse,Study1,M,Study Phase2,0,Recall2,2186,USM
W_10132867_LAA,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,50,Recall2,1379,USM
w10048508_zh,donkey ,wheel,0.142857143,0,4,JOL,horse,Study1,M,Study Phase2,1,Recall2,2641,USM
w10105143_saa,wheel,wheel,1,1,4,JOL,horse,Study1,M,Study Phase2,50,Recall2,5004,USM
w10127480_acd,animal,wheel,0.166666667,0,4,JOL,horse,Study1,M,Study Phase2,0,Recall2,6164,USM
w10128549,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,54,Recall2,8346,USM
w10128714_RCH,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,0,Recall2,1333,USM
w10132325DA,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,0,Recall2,2422,USM
w10137783_ppl,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,20,Recall2,1957,USM
w10141933,barn,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,20,Recall2,5228,USM
w10143036_tke,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,60,Recall2,1497,USM
w10147078_err,,wheel,0,0,4,JOL,horse,Study1,M,Study Phase2,50,Recall2,1440,USM
w10168870_ams,neigh,wheel,0.4,0,4,JOL,horse,Study1,M,Study Phase2,0,Recall2,3176,USM
w952976AJH,stable,wheel,0.333333333,0,4,JOL,horse,Study1,M,Study Phase2,10,Recall2,2431,USM
10068469SJ,,clean,0,0,4,JOL,hygiene,Study1,F,Study Phase2,NA,Recall2,9,USM
10113930,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,98,Recall2,2129,USM
10143313SR,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,2291,USM
W_10132867_LAA,,clean,0,0,4,JOL,hygiene,Study1,F,Study Phase2,50,Recall2,2516,USM
w10048508_zh,clean ,clean,0.833333333,1,4,JOL,hygiene,Study1,F,Study Phase2,20,Recall2,4175,USM
w10105143_saa,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,50,Recall2,4504,USM
w10127480_acd,clean ,clean,0.833333333,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,2340,USM
w10128549,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,79,Recall2,2536,USM
w10128714_RCH,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,2318,USM
w10132325DA,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,70,Recall2,2346,USM
w10137783_ppl,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,1792,USM
w10141933,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,2402,USM
w10143036_tke,,clean,0,0,4,JOL,hygiene,Study1,F,Study Phase2,20,Recall2,3318,USM
w10147078_err,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,3303,USM
w10168870_ams,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,99,Recall2,2387,USM
w952976AJH,clean,clean,1,1,4,JOL,hygiene,Study1,F,Study Phase2,100,Recall2,1729,USM
10068469SJ,,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,NA,Recall2,115,USM
10113930,hold,rod,0.5,0,4,JOL,keys,Study1,U,Study Phase2,21,Recall2,5658,USM
10143313SR,,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,0,Recall2,8400,USM
W_10132867_LAA,rood,rod,0.75,1,4,JOL,keys,Study1,U,Study Phase2,50,Recall2,2745,USM
w10048508_zh,key,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,3,Recall2,3156,USM
w10105143_saa,rod,rod,1,1,4,JOL,keys,Study1,U,Study Phase2,15,Recall2,10073,USM
w10127480_acd,car,rod,0.333333333,0,4,JOL,keys,Study1,U,Study Phase2,0,Recall2,3675,USM
w10128549,house,rod,0.2,0,4,JOL,keys,Study1,U,Study Phase2,12,Recall2,5124,USM
w10128714_RCH,,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,0,Recall2,2733,USM
w10132325DA,meat,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,10,Recall2,2705,USM
w10137783_ppl,,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,0,Recall2,1181,USM
w10141933,car,rod,0.333333333,0,4,JOL,keys,Study1,U,Study Phase2,0,Recall2,2819,USM
w10143036_tke,,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,5,Recall2,2755,USM
w10147078_err,,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,20,Recall2,3007,USM
w10168870_ams,jangle,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,0,Recall2,2452,USM
w952976AJH,meat,rod,0,0,4,JOL,keys,Study1,U,Study Phase2,50,Recall2,3216,USM
10068469SJ,,stripes,0,0,4,JOL,lion,Study1,M,Study Phase2,NA,Recall2,238,USM
10113930,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,1,Recall2,2777,USM
10143313SR,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,100,Recall2,3813,USM
W_10132867_LAA,stprips,stripes,0.857142857,1,4,JOL,lion,Study1,M,Study Phase2,50,Recall2,6311,USM
w10048508_zh,stripes ,stripes,0.875,1,4,JOL,lion,Study1,M,Study Phase2,40,Recall2,4352,USM
w10105143_saa,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,80,Recall2,3019,USM
w10127480_acd,,stripes,0,0,4,JOL,lion,Study1,M,Study Phase2,0,Recall2,2681,USM
w10128549,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,87,Recall2,2981,USM
w10128714_RCH,,stripes,0,0,4,JOL,lion,Study1,M,Study Phase2,0,Recall2,2311,USM
w10132325DA,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,25,Recall2,3544,USM
w10137783_ppl,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,20,Recall2,3246,USM
w10141933,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,100,Recall2,8715,USM
w10143036_tke,,stripes,0,0,4,JOL,lion,Study1,M,Study Phase2,30,Recall2,1452,USM
w10147078_err,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,50,Recall2,4740,USM
w10168870_ams,stripes,stripes,1,1,4,JOL,lion,Study1,M,Study Phase2,0,Recall2,2833,USM
w952976AJH,roar,stripes,0.142857143,0,4,JOL,lion,Study1,M,Study Phase2,50,Recall2,1825,USM
10068469SJ,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,NA,Recall2,270,USM
10113930,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,23,Recall2,3073,USM
10143313SR,hear,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,0,Recall2,2704,USM
W_10132867_LAA,phone,fiction,0.285714286,0,4,JOL,listen,Study1,U,Study Phase2,50,Recall2,3172,USM
w10048508_zh,ignore ,fiction,0.428571429,0,4,JOL,listen,Study1,U,Study Phase2,NA,Recall2,4159,USM
w10105143_saa,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,70,Recall2,11036,USM
w10127480_acd,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,0,Recall2,927,USM
w10128549,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,18,Recall2,95,USM
w10128714_RCH,hear,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,0,Recall2,3709,USM
w10132325DA,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,0,Recall2,2645,USM
w10137783_ppl,ears,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,30,Recall2,3321,USM
w10141933,hear,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,30,Recall2,3919,USM
w10143036_tke,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,20,Recall2,1381,USM
w10147078_err,,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,0,Recall2,1141,USM
w10168870_ams,hear,fiction,0,0,4,JOL,listen,Study1,U,Study Phase2,0,Recall2,2109,USM
w952976AJH,respond,fiction,0.285714286,0,4,JOL,listen,Study1,U,Study Phase2,50,Recall2,5901,USM
10068469SJ,,trash,0,0,4,JOL,litter,Study1,F,Study Phase2,NA,Recall2,274,USM
10113930,box,trash,0,0,4,JOL,litter,Study1,F,Study Phase2,45,Recall2,1916,USM
10143313SR,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,100,Recall2,4601,USM
W_10132867_LAA,bug,trash,0,0,4,JOL,litter,Study1,F,Study Phase2,50,Recall2,2731,USM
w10048508_zh,trash ,trash,0.833333333,1,4,JOL,litter,Study1,F,Study Phase2,10,Recall2,2439,USM
w10105143_saa,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,40,Recall2,3029,USM
w10127480_acd,,trash,0,0,4,JOL,litter,Study1,F,Study Phase2,70,Recall2,962,USM
w10128549,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,76,Recall2,3983,USM
w10128714_RCH,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,100,Recall2,5517,USM
w10132325DA,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,50,Recall2,3612,USM
w10137783_ppl,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,90,Recall2,2389,USM
w10141933,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,100,Recall2,2936,USM
w10143036_tke,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,50,Recall2,5789,USM
w10147078_err,,trash,0,0,4,JOL,litter,Study1,F,Study Phase2,100,Recall2,1945,USM
w10168870_ams,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,90,Recall2,3396,USM
w952976AJH,trash,trash,1,1,4,JOL,litter,Study1,F,Study Phase2,100,Recall2,2224,USM
10068469SJ,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,NA,Recall2,285,USM
10113930,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,2,Recall2,2339,USM
10143313SR,runner,phone,0.333333333,0,4,JOL,maze,Study1,U,Study Phase2,0,Recall2,2481,USM
W_10132867_LAA,runner,phone,0.333333333,0,4,JOL,maze,Study1,U,Study Phase2,50,Recall2,2819,USM
w10048508_zh,puzzle,phone,0.333333333,0,4,JOL,maze,Study1,U,Study Phase2,0,Recall2,4257,USM
w10105143_saa,phone,phone,1,1,4,JOL,maze,Study1,U,Study Phase2,50,Recall2,1883,USM
w10127480_acd,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,10,Recall2,1336,USM
w10128549,math,phone,0.2,0,4,JOL,maze,Study1,U,Study Phase2,67,Recall2,3023,USM
w10128714_RCH,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,0,Recall2,853,USM
w10132325DA,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,10,Recall2,2795,USM
w10137783_ppl,phone,phone,1,1,4,JOL,maze,Study1,U,Study Phase2,10,Recall2,5108,USM
w10141933,runner,phone,0.333333333,0,4,JOL,maze,Study1,U,Study Phase2,0,Recall2,15004,USM
w10143036_tke,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,40,Recall2,1384,USM
w10147078_err,,phone,0,0,4,JOL,maze,Study1,U,Study Phase2,0,Recall2,2252,USM
w10168870_ams,phone,phone,1,1,4,JOL,maze,Study1,U,Study Phase2,0,Recall2,2380,USM
w952976AJH,corn,phone,0.4,0,4,JOL,maze,Study1,U,Study Phase2,10,Recall2,1814,USM
10068469SJ,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,NA,Recall2,220,USM
10113930,grill,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,12,Recall2,4335,USM
10143313SR,key,keys,0.75,1,4,JOL,meat,Study1,U,Study Phase2,90,Recall2,6837,USM
W_10132867_LAA,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,50,Recall2,2131,USM
w10048508_zh,tender ,keys,0.142857143,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,4368,USM
w10105143_saa,key,keys,0.75,1,4,JOL,meat,Study1,U,Study Phase2,60,Recall2,7141,USM
w10127480_acd,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,1051,USM
w10128549,fish,keys,0.25,0,4,JOL,meat,Study1,U,Study Phase2,15,Recall2,4790,USM
w10128714_RCH,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,1480,USM
w10132325DA,keys,keys,1,1,4,JOL,meat,Study1,U,Study Phase2,10,Recall2,2567,USM
w10137783_ppl,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,2694,USM
w10141933,keys,keys,1,1,4,JOL,meat,Study1,U,Study Phase2,10,Recall2,3231,USM
w10143036_tke,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,40,Recall2,2068,USM
w10147078_err,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,6190,USM
w10168870_ams,,keys,0,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,1540,USM
w952976AJH,eat,keys,0.25,0,4,JOL,meat,Study1,U,Study Phase2,0,Recall2,2793,USM
10068469SJ,,maroon,0,0,4,JOL,mirror,Study1,U,Study Phase2,NA,Recall2,201,USM
10113930,person,maroon,0.5,0,4,JOL,mirror,Study1,U,Study Phase2,45,Recall2,4724,USM
10143313SR,keys,maroon,0,0,4,JOL,mirror,Study1,U,Study Phase2,50,Recall2,3420,USM
W_10132867_LAA,child,maroon,0,0,4,JOL,mirror,Study1,U,Study Phase2,50,Recall2,4644,USM
w10048508_zh,reflection ,maroon,0.272727273,0,4,JOL,mirror,Study1,U,Study Phase2,0,Recall2,4077,USM
w10105143_saa,maroon,maroon,1,1,4,JOL,mirror,Study1,U,Study Phase2,30,Recall2,2609,USM
w10127480_acd,maroon,maroon,1,1,4,JOL,mirror,Study1,U,Study Phase2,0,Recall2,3861,USM
w10128549,break,maroon,0.333333333,0,4,JOL,mirror,Study1,U,Study Phase2,17,Recall2,5295,USM
w10128714_RCH,,maroon,0,0,4,JOL,mirror,Study1,U,Study Phase2,0,Recall2,1485,USM
